entry,max_adverse_move,max_favorable_move,outcome,realized_rr,risk_reward,signal,status,stop_loss,time,tp1,tp2,tp3
2360.3184,0.9185,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.2623,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.6233,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.0003,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.3918,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.7965,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,3.2129,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,3.6393,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,4.074,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,4.5153,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,4.9636,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,5.468,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,5.9725,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,6.4746,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,6.9716,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,7.4609,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,7.9398,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,8.4057,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,8.8563,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,9.289,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,9.7016,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.0919,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.4578,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.7975,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.1091,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.3912,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.6424,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.8615,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.0475,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.1996,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.3173,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.4003,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.4484,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.4617,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.4405,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.4151,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.3588,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.2695,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.1482,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,12.0384,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.9113,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.7548,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.5696,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.3569,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,11.1178,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.8537,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.5661,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,10.2565,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,9.9266,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,9.5784,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,9.2136,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,8.8343,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,8.4424,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,8.0402,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,7.6297,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,7.213,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,6.7923,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,6.3698,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,5.9475,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,5.5276,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,5.1121,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,4.7029,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,4.3019,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,3.9109,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,3.5316,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,3.1655,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.8141,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.506,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,2.2429,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.9971,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.7685,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.5574,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.3636,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.1869,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,1.027,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.8835,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.7558,0.0,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.6433,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.5453,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.461,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.3895,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.3299,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.2813,0.1605,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.2471,0.1526,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.2693,0.131,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.3337,0.0976,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.3959,0.0626,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.4551,0.061,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.5104,0.061,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.2859,0.5289,0.0935,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5947,2026-06-12T08:13:03.324061+00:00,2360.9771,2361.6682,2362.0138
2360.1331,0.4222,0.2463,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.4811,2026-06-12T08:18:03.324061+00:00,2360.7851,2361.4371,2361.7632
2360.2414,0.5714,0.1374,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.6268,2026-06-12T08:23:03.324061+00:00,2360.856,2361.4706,2361.7779
2360.2065,0.572,0.1657,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.6273,2026-06-12T08:28:03.324061+00:00,2360.7857,2361.3648,2361.6544
2359.0461,0.0,1.2691,TP2_HIT,2.0,2.0,SELL,BLOCKED_BY_RISK,2359.6565,2026-06-12T11:23:03.324061+00:00,2358.4357,2357.8253,2357.5201
2358.7815,0.0642,1.2557,TP2_HIT,2.0002,2.0,SELL,BLOCKED_BY_RISK,2359.394,2026-06-12T11:28:03.324061+00:00,2358.169,2357.5564,2357.2502
2358.7483,0.0,1.4875,TP2_HIT,2.0002,2.0,SELL,BLOCKED_BY_RISK,2359.3618,2026-06-12T11:33:03.324061+00:00,2358.1347,2357.5212,2357.2144
2358.4956,0.0,1.2348,TP2_HIT,1.9998,2.0,SELL,BLOCKED_BY_RISK,2359.1093,2026-06-12T11:38:03.324061+00:00,2357.8819,2357.2683,2356.9614
2358.1893,0.0023,1.4972,TP2_HIT,2.0,2.0,SELL,BLOCKED_BY_RISK,2358.8024,2026-06-12T11:43:03.324061+00:00,2357.5762,2356.9631,2356.6565
2358.1425,0.0,1.4504,TP2_HIT,2.0002,2.0,SELL,BLOCKED_BY_RISK,2358.7554,2026-06-12T11:48:03.324061+00:00,2357.5296,2356.9166,2356.6102
2357.6965,0.1122,1.3068,TP2_HIT,1.9998,2.0,SELL,BLOCKED_BY_RISK,2358.3174,2026-06-12T11:53:03.324061+00:00,2357.0756,2356.4548,2356.1444
2357.4443,0.1466,1.3679,TP2_HIT,2.0002,2.0,SELL,BLOCKED_BY_RISK,2358.0814,2026-06-12T11:58:03.324061+00:00,2356.8071,2356.17,2355.8515
2357.1757,0.1793,1.4225,TP2_HIT,1.9997,2.0,SELL,BLOCKED_BY_RISK,2357.8376,2026-06-12T12:03:03.324061+00:00,2356.5139,2355.8521,2355.5211
2356.8913,0.2096,1.4704,TP2_HIT,2.0001,2.0,SELL,BLOCKED_BY_RISK,2357.5862,2026-06-12T12:08:03.324061+00:00,2356.1963,2355.5014,2355.154
2356.5915,0.2371,1.5106,TP2_HIT,2.0,2.0,SELL,BLOCKED_BY_RISK,2357.3277,2026-06-12T12:13:03.324061+00:00,2355.8553,2355.1191,2354.751
2356.2773,0.2611,1.8948,TP2_HIT,1.9999,2.0,SELL,BLOCKED_BY_RISK,2357.0627,2026-06-12T12:18:03.324061+00:00,2355.492,2354.7066,2354.3139
