entry,max_adverse_move,max_favorable_move,outcome,realized_rr,risk_reward,signal,status,stop_loss,time,tp1,tp2,tp3
2350.7113,0.0,2.4404,TP2_HIT,2.0001,2.0,SELL,BLOCKED_BY_RISK,2351.8928,2026-06-12T02:38:03.324061+00:00,2349.5298,2348.3482,2347.7574
2350.2,0.0,2.3433,TP2_HIT,2.0001,2.0,SELL,BLOCKED_BY_RISK,2351.3681,2026-06-12T02:43:03.324061+00:00,2349.0319,2347.8637,2347.2797
2350.0948,0.0,2.2381,TP1_HIT,1.0,2.0,SELL,BLOCKED_BY_RISK,2351.2529,2026-06-12T02:48:03.324061+00:00,2348.9367,2347.7787,2347.1997
2349.7831,0.0,1.9264,TP1_HIT,1.0,2.0,SELL,BLOCKED_BY_RISK,2350.9343,2026-06-12T02:53:03.324061+00:00,2348.6319,2347.4806,2346.905
2349.497,0.0,1.6403,TP1_HIT,1.0,2.0,SELL,BLOCKED_BY_RISK,2350.6386,2026-06-12T02:58:03.324061+00:00,2348.3554,2347.2138,2346.6429
2349.238,0.0,1.3813,TP1_HIT,1.0,2.0,SELL,BLOCKED_BY_RISK,2350.3673,2026-06-12T03:03:03.324061+00:00,2348.1087,2346.9794,2346.4148
2349.0074,0.0,1.1507,TP1_HIT,1.0001,2.0,SELL,BLOCKED_BY_RISK,2350.1216,2026-06-12T03:08:03.324061+00:00,2347.8931,2346.7789,2346.2218
2348.8062,0.0,0.9495,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.9028,2026-06-12T03:13:03.324061+00:00,2347.7097,2346.6131,2346.0648
2348.6353,0.2837,0.7786,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.7114,2026-06-12T03:18:03.324061+00:00,2347.5591,2346.483,2345.9449
2348.4954,0.6261,0.6387,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.5484,2026-06-12T03:23:03.324061+00:00,2347.4424,2346.3893,2345.8628
2348.387,0.9649,0.5303,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.4141,2026-06-12T03:28:03.324061+00:00,2347.3599,2346.3327,2345.8192
2348.3105,1.0414,0.4538,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.3089,2026-06-12T03:33:03.324061+00:00,2347.3121,2346.3137,2345.8144
2348.266,1.0859,0.3881,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.2329,2026-06-12T03:38:03.324061+00:00,2347.2992,2346.3323,2345.8489
2348.2334,1.1185,0.3301,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.1657,2026-06-12T03:43:03.324061+00:00,2347.3011,2346.3687,2345.9026
2348.2334,1.1185,0.2738,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.1346,2026-06-12T03:48:03.324061+00:00,2347.3322,2346.4309,2345.9803
2348.2334,0.8881,0.1845,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0997,2026-06-12T03:53:03.324061+00:00,2347.3671,2346.5008,2346.0676
2348.2334,0.8881,0.0632,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,13.9094,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,13.7749,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,13.611,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,13.418,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,13.1962,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,12.9465,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,12.6698,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,12.3672,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,12.0426,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,11.7636,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,11.4618,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,11.1375,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,10.7913,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,10.4241,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,10.0368,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,9.6305,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,9.2066,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,8.7668,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,8.3127,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,7.8463,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,7.3697,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,6.8853,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,6.3955,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,5.9027,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,5.4098,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,4.9195,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,4.4346,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,3.9579,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,3.4924,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,3.041,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,2.6095,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,2.2656,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,1.9424,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,1.641,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,1.3624,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,1.1075,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8771,0.0,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.6719,0.3767,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.508,0.3767,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.6856,0.3767,EXPIRED,0.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.3767,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.3767,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.3767,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.3555,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.3301,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.2738,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.1845,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.2334,0.8881,0.0632,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.0609,2026-06-12T03:58:03.324061+00:00,2347.4059,2346.5783,2346.1645
2348.3481,1.0038,0.0681,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.1332,2026-06-12T04:03:03.324061+00:00,2347.563,2346.778,2346.3854
2348.4636,0.8883,0.0565,SL_HIT,-1.0,2.0,SELL,BLOCKED_BY_RISK,2349.2076,2026-06-12T04:08:03.324061+00:00,2347.7196,2346.9756,2346.6036
2349.2093,0.0087,1.5404,TP2_HIT,1.9998,2.0,BUY,BLOCKED_BY_RISK,2348.5918,2026-06-12T04:28:03.324061+00:00,2349.8268,2350.4442,2350.753
2349.5209,0.0562,1.2288,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2348.9148,2026-06-12T04:33:03.324061+00:00,2350.127,2350.7331,2351.0361
2349.9803,0.228,1.5561,TP3_HIT,2.5001,2.0,BUY,BLOCKED_BY_RISK,2349.3718,2026-06-12T04:38:03.324061+00:00,2350.5888,2351.1973,2351.5016
2350.3078,0.2459,1.6348,TP3_HIT,2.4997,2.0,BUY,BLOCKED_BY_RISK,2349.6828,2026-06-12T04:43:03.324061+00:00,2350.9327,2351.5576,2351.8701
2350.6539,0.2621,1.7001,TP3_HIT,2.5001,2.0,BUY,BLOCKED_BY_RISK,2349.9984,2026-06-12T04:48:03.324061+00:00,2351.3094,2351.9649,2352.2927
2351.0165,0.2765,1.7515,TP3_HIT,2.4999,2.0,BUY,BLOCKED_BY_RISK,2350.3163,2026-06-12T04:53:03.324061+00:00,2351.7166,2352.4168,2352.7669
2351.3932,0.2884,1.7892,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2350.6414,2026-06-12T04:58:03.324061+00:00,2352.145,2352.8968,2353.2727
2351.7818,0.2977,1.813,TP2_HIT,2.0001,2.0,BUY,BLOCKED_BY_RISK,2350.9723,2026-06-12T05:03:03.324061+00:00,2352.5913,2353.4009,2353.8056
2352.1804,0.3044,1.8228,TP2_HIT,1.9999,2.0,BUY,BLOCKED_BY_RISK,2351.3075,2026-06-12T05:08:03.324061+00:00,2353.0532,2353.9261,2354.3626
2352.5864,0.3082,2.2137,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2351.6451,2026-06-12T05:13:03.324061+00:00,2353.5277,2354.469,2354.9397
2352.9978,0.3091,2.1873,TP2_HIT,1.9999,2.0,BUY,BLOCKED_BY_RISK,2351.9885,2026-06-12T05:18:03.324061+00:00,2354.007,2355.0163,2355.521
2353.412,0.3066,2.5093,TP2_HIT,1.9998,2.0,BUY,BLOCKED_BY_RISK,2352.3373,2026-06-12T05:23:03.324061+00:00,2354.4866,2355.5612,2356.0985
2353.827,0.3009,2.4429,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2352.6904,2026-06-12T05:28:03.324061+00:00,2354.9636,2356.1002,2356.6686
2354.241,0.2924,2.683,TP2_HIT,1.9998,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2353.0464,2026-06-12T05:33:03.324061+00:00,2355.4355,2356.63,2357.2272
2354.6515,0.2806,2.5765,TP2_HIT,1.9998,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2353.4042,2026-06-12T05:38:03.324061+00:00,2355.8987,2357.1459,2357.7695
2355.0564,0.2656,2.8074,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2353.7701,2026-06-12T05:43:03.324061+00:00,2356.3427,2357.629,2358.2721
2355.3548,0.1485,2.8345,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2354.0435,2026-06-12T05:48:03.324061+00:00,2356.6661,2357.9774,2358.633
2355.3874,0.0,2.8019,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2354.0655,2026-06-12T05:53:03.324061+00:00,2356.7093,2358.0312,2358.6922
2355.8031,0.0,2.6925,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2354.485,2026-06-12T05:58:03.324061+00:00,2357.1212,2358.4393,2359.0983
2356.499,0.0915,2.7895,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2355.199,2026-06-12T06:03:03.324061+00:00,2357.799,2359.099,2359.749
2356.8485,0.0617,2.6596,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2355.5805,2026-06-12T06:08:03.324061+00:00,2358.1165,2359.3845,2360.0186
2357.1055,0.0,2.5991,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2355.8828,2026-06-12T06:13:03.324061+00:00,2358.3282,2359.5509,2360.1622
2357.4366,0.0,2.4412,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_MARKET_STRUCTURE,2356.2713,2026-06-12T06:18:03.324061+00:00,2358.6019,2359.7672,2360.3499
2357.7858,0.0,2.242,TP2_HIT,2.0001,2.0,BUY,BLOCKED_BY_RISK,2356.6814,2026-06-12T06:23:03.324061+00:00,2358.8902,2359.9947,2360.5469
2358.041,0.0,2.1138,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2356.9968,2026-06-12T06:28:03.324061+00:00,2359.0852,2360.1294,2360.6515
2358.3561,0.0348,1.9863,TP2_HIT,2.0001,2.0,BUY,BLOCKED_BY_RISK,2357.3675,2026-06-12T06:33:03.324061+00:00,2359.3447,2360.3334,2360.8277
2355.6563,0.0,3.3898,TP3_HIT,3.1975,2.0,BUY,BLOCKED_BY_RISK,2354.7177,2026-06-12T06:38:03.324061+00:00,2356.5949,2357.5336,2358.6575
2355.9634,0.0,3.3251,TP3_HIT,3.3923,2.0,BUY,BLOCKED_BY_RISK,2355.0685,2026-06-12T06:43:03.324061+00:00,2356.8582,2357.753,2358.9992
2356.2619,0.0,3.2462,TP3_HIT,3.3933,2.0,BUY,BLOCKED_BY_RISK,2355.4041,2026-06-12T06:48:03.324061+00:00,2357.1197,2357.9775,2359.1727
2356.5509,0.0,3.1537,TP3_HIT,3.3773,2.0,BUY,BLOCKED_BY_RISK,2355.7229,2026-06-12T06:53:03.324061+00:00,2357.3789,2358.2069,2359.3473
2356.8295,0.0,3.0483,TP3_HIT,3.325,2.0,BUY,BLOCKED_BY_RISK,2356.0239,2026-06-12T06:58:03.324061+00:00,2357.6352,2358.4408,2359.5081
2357.0969,0.0,2.9309,TP3_HIT,3.2852,2.0,BUY,BLOCKED_BY_RISK,2356.306,2026-06-12T07:03:03.324061+00:00,2357.8879,2358.6789,2359.6952
2357.3525,0.0,2.8023,TP3_HIT,3.2121,2.0,BUY,BLOCKED_BY_RISK,2356.5685,2026-06-12T07:08:03.324061+00:00,2358.1364,2358.9203,2359.8708
2357.5955,0.0,2.664,TP3_HIT,3.0616,2.0,BUY,BLOCKED_BY_RISK,2356.8111,2026-06-12T07:13:03.324061+00:00,2358.38,2359.1644,2359.997
2357.8257,0.0,2.5167,TP3_HIT,2.7797,2.0,BUY,BLOCKED_BY_RISK,2357.0335,2026-06-12T07:18:03.324061+00:00,2358.6179,2359.4101,2360.0278
2358.0426,0.0,2.3621,TP3_HIT,2.618,2.0,BUY,BLOCKED_BY_RISK,2357.2358,2026-06-12T07:23:03.324061+00:00,2358.8495,2359.6563,2360.1548
2358.246,0.0,2.2013,TP3_HIT,2.5002,2.0,BUY,BLOCKED_BY_RISK,2357.4187,2026-06-12T07:28:03.324061+00:00,2359.0734,2359.9007,2360.3144
2358.4358,0.0,2.0358,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2357.5903,2026-06-12T07:33:03.324061+00:00,2359.2813,2360.1268,2360.5495
2358.6118,0.0,1.8671,TP2_HIT,2.0001,2.0,BUY,BLOCKED_BY_RISK,2357.7542,2026-06-12T07:38:03.324061+00:00,2359.4695,2360.3271,2360.7559
2358.7742,0.0,1.6968,TP1_HIT,1.0,2.0,BUY,BLOCKED_BY_RISK,2357.9141,2026-06-12T07:43:03.324061+00:00,2359.6343,2360.4945,2360.9245
2360.3184,0.2693,0.131,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.4657,2026-06-12T07:48:03.324061+00:00,2361.1711,2362.0238,2362.4502
2360.3184,0.3337,0.0976,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.483,2026-06-12T07:53:03.324061+00:00,2361.1538,2361.9891,2362.4068
2360.3184,0.3959,0.0626,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5102,2026-06-12T07:58:03.324061+00:00,2361.1266,2361.9347,2362.3388
2360.3184,0.4551,0.061,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5451,2026-06-12T08:03:03.324061+00:00,2361.0917,2361.8651,2362.2518
2360.3184,0.5104,0.061,EXPIRED,0.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.0,1.8244,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.0,1.6899,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.0,1.526,TP2_HIT,2.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,1.333,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,1.1112,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,0.8615,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,0.5848,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
2360.3184,0.9185,0.2822,SL_HIT,-1.0,2.0,BUY,BLOCKED_BY_RISK,2359.5867,2026-06-12T08:08:03.324061+00:00,2361.0501,2361.7818,2362.1477
