fold_number,train_start,train_end,test_start,test_end,number_of_signals,number_of_trades,win_rate,profit_factor,max_drawdown,average_rr,buy_precision,sell_precision,blocked_signals,best_thresholds,model_weights_used
1,2026-06-12T19:00:58.366525+00:00,2026-06-13T02:25:58.366525+00:00,2026-06-13T02:30:58.366525+00:00,2026-06-13T04:05:58.366525+00:00,14,14,1.0,28.0006,0.0,2.0,0.0,0.0,0,"{""profile"": ""default""}","{""kronos"": 0.25440985762947227, ""tcn"": 0.2345201940448527, ""lightgbm"": 0.22646579305160353, ""patchtst"": 0.11224535985176369, ""cnn_lstm"": 0.1125271208709258, ""nhits"": 0.05983167455138204}"
